Threshold,Nth_Nearest_Distance,Point,Exec_Time,MAE,Estimation
0.8996714782714844, 0.5457853695131332, "0.9759325185166979, 0.8205049446991284, 0.7653030008939172", 0.0005180835723876953, 0.9312530860340835, 1
0.27961259841918945, 0.4139619687699893, "0.04056220640005381, 0.03749075832797433, 0.7156966782202265", 5.0049591064453125, 0, 0
0.2852585220336914, 0.40000645457783407, "0.25017186623591847, 0.9576641619663254, 0.3363701308915149", 5.00555682182312, 0, 0
0.4044850921630859, 0.4490291319475065, "0.5179737739708778, 0.450524167831613, 0.13598519357188976", 5.0052759647369385, 0, 0
0.29404458999633787, 0.37224815675790296, "0.0033250702901878038, 0.31653951791587576, 0.543102993592843", 5.003912687301636, 0, 0
0.28618919372558593, 0.2807328606300322, "0.13908885281479466, 0.7503553835904901, 0.8308992466111164", 0.0005257129669189453, 0.8842919365670218, 1
0.2811777114868164, 0.45423580601907887, "0.870314135232272, 0.5598107184997883, 0.9634359855436538", 5.004315376281738, 0, 0
0.6792666625976562, 0.4074139918609916, "0.9633350123514384, 0.9425314971582656, 0.5591832022601291", 0.0005333423614501953, 0.8794094268111474, 1
0.2854491806030273, 0.37359213894492066, "0.9464576436393966, 0.8848337435426481, 0.2602682342025029", 5.003560543060303, 0, 0
0.2881904411315918, 0.2899407888797563, "0.4938662991582792, 0.5007022082988857, 0.5465732783659744", 5.003325939178467, 0, 0
0.2757578468322754, 0.4440329285512432, "0.9903280088031221, 0.686374271054298, 0.26457633155928206", 5.00563907623291, 0, 0
0.28999393463134765, 0.33991202379970653, "0.8376870422412538, 0.6480243703566363, 0.478512274135663", 5.00569224357605, 0, 0
0.294455509185791, 0.25705334303040706, "0.617206190462447, 0.2803352801226361, 0.5306339801380299", 0.000583648681640625, 0.8631348553252624, 1
0.28917827606201174, 0.2760758571172559, "0.4976923421103262, 0.03672489699327708, 0.3813332177407527", 0.0004658699035644531, 0.8631348553252624, 1
0.07370970249176026, 0.32104717990911624, "0.8315450352173173, 0.09024140880130771, 0.6755286710097603", 5.003828525543213, 0, 0
0.3774481201171875, 0.22589732305535973, "0.41016795681140883, 0.2353711164439638, 0.3188131246540191", 0.0005369186401367188, 0.8367777006045294, 1
0.28416351318359373, 0.236116567865717, "0.5032578739828794, 0.956517665160433, 0.3715971515232003", 0.0005981922149658203, 0.8367777006045294, 1
0.27800947189331054, 0.48743756664339116, "0.028250263943094822, 0.8276143290796465, 0.41351244533519194", 5.001791000366211, 0, 0
0.2850680923461914, 0.14642124399356796, "0.5539615499865133, 0.3852207367503516, 0.6135939561415736", 0.0005974769592285156, 0.8434756329867205, 1
0.2797766304016113, 0.2609426130754713, "0.578121466201194, 0.08375688317353891, 0.6136781017870918", 0.000461578369140625, 0.8434756329867205, 1
0.28219261169433596, 0.14447192640064158, "0.6262133529580788, 0.9511926573175634, 0.29643504553686484", 0.0005257129669189453, 0.8434756329867205, 1
0.28303668975830076, 0.3597024869973874, "0.802638299749964, 0.18845540335814037, 0.020534233488707643", 5.005663633346558, 0, 0
0.2929647445678711, 0.2419118619092341, "0.25275060480654954, 0.08904209739797353, 0.1721604404880287", 0.0005156993865966797, 0.8251313571433719, 1
0.28908184051513675, 0.3402540774725558, "0.9121651098878563, 0.34366913441439106, 0.6879899332781817", 5.005554676055908, 0, 0
0.285181884765625, 0.4162976128232065, "0.46810533856906644, 0.9304045705644474, 0.8822058903632923", 5.005593776702881, 0, 0
0.9852503967285157, 0.2512522053410916, "0.4978205261383888, 0.4386468288023503, 0.932187893731012", 0.0004868507385253906, 0.8254918485736464, 1
0.29437000274658204, 0.2283320898614865, "0.948023530476091, 0.7407116562221083, 0.45349567419839865", 0.0005443096160888672, 0.8254918485736464, 1
0.27733770370483396, 0.30178064520905834, "0.18814591484183063, 0.180572633327297, 0.9366450519912194", 5.00570273399353, 0, 0
0.2928815460205078, 0.32148066204911735, "0.272408576400219, 0.9390796960286864, 0.14259769185451776", 5.0055224895477295, 0, 0
0.28735225677490234, 0.17672645170124943, "0.4984002858493337, 0.12064161855040678, 0.4416827702565195", 0.0005636215209960938, 0.8156517894360751, 1
0.28987228393554687, 0.42291116045138033, "0.5351700473413349, 0.9551603917308766, 0.8267679674446754", 5.00551176071167, 0, 0
0.28195934295654296, 0.2279535163194145, "0.9782773330059717, 0.8144814195085236, 0.7471797720951602", 0.0004911422729492188, 0.8078373086204813, 1
0.2781438064575195, 0.3511408703502901, "0.5692387090277207, 0.581152668448514, 0.2622633927301251", 5.005222797393799, 0, 0
0.3363173294067383, 0.3469077543427112, "0.8349810783221832, 0.14076325499237274, 0.8437636884898627", 5.005564451217651, 0, 0
0.2910486793518066, 0.2644804040224247, "0.8211420849947204, 0.23762628841193878, 0.2797440290337585", 0.0004994869232177734, 0.7991094255553767, 1
0.29436147689819336, 0.21700689621428046, "0.9445799319848984, 0.9221222798776368, 0.9325710430546569", 0.0005924701690673828, 0.7991094255553767, 1
0.27795459747314455, 0.20747386120788705, "0.5665353544039575, 0.7860238150653274, 0.2949116429466362", 0.0004584789276123047, 0.7991094255553767, 1
0.29320938110351563, 0.2593179944262664, "0.2837211699207842, 0.24960901058660467, 0.5089591495346821", 0.0004630088806152344, 0.7991094255553767, 1
0.6729646301269532, 0.29613008397364654, "0.9313994139826414, 0.9053205902321323, 0.20789322260408993", 0.0004627704620361328, 0.7991094255553767, 1
0.27902557373046877, 0.23922531886378706, "0.8456807202864389, 0.37102216003301425, 0.907756715428758", 0.0004572868347167969, 0.7991094255553767, 1
0.20362981796264648, 0.3083360371552645, "0.4302829080902494, 0.14568078073442603, 0.019875596815642327", 5.005022287368774, 0, 0
0.28463651657104494, 0.2564033121798594, "0.4115553703398378, 0.21421487158558428, 0.014504227344057763", 0.00048804283142089844, 0.7997329365040091, 1
0.5377500152587891, 0.27213376289877783, "0.6730677459826684, 0.8458084928617343, 0.5531594588719464", 0.0004622936248779297, 0.7997329365040091, 1
0.2765420150756836, 0.23999351280626902, "0.9383598549315019, 0.826117458170634, 0.07651240937632553", 0.0005331039428710938, 0.7997329365040091, 1
0.28997955322265623, 0.31081261557068984, "0.3605388524076919, 0.4482244909368087, 0.03428226582060123", 5.005585432052612, 0, 0
0.2846290779113769, 0.2840279232181784, "0.9458987123398582, 0.27909349051667454, 0.962514779965029", 0.00048828125, 0.7943526681866715, 1
0.3408615875244141, 0.16810853544596419, "0.3831613851868847, 0.21977472053311198, 0.015744112180225867", 0.0004642009735107422, 0.7943526681866715, 1
0.27659595489501954, 0.15670568633074985, "0.5666043563096329, 0.23016193324470058, 0.5947897270410933", 0.0004832744598388672, 0.7943526681866715, 1
0.27695837020874026, 0.3212227176128508, "0.7826190020105246, 0.5848160104644518, 0.9055714930779303", 5.005635499954224, 0, 0
0.2878205680847168, 0.2291916884831726, "0.7848763128632102, 0.7210318501809375, 0.6132596272326324", 0.0004904270172119141, 0.7888950937100234, 1
0.23549943923950195, 0.23205870962443662, "0.9722809053557804, 0.3550794683970472, 0.911836175431633", 0.00046515464782714844, 0.7888950937100234, 1
0.2870145797729492, 0.28154805662754023, "0.15523311545247487, 0.7783528409407966, 0.3418615811972303", 0.00045943260192871094, 0.7888950937100234, 1
0.007631945610046387, 0.25824554315488435, "0.19207816016716817, 0.9215923072388569, 0.0873426160039441", 5.003552675247192, 0, 0
0.2762398147583008, 0.19185376761109113, "0.3115223425376791, 0.19758788847591624, 0.19916225110573826", 0.0005710124969482422, 0.7962091917280407, 1
0.17170595169067382, 0.1082960388056036, "0.981603634727983, 0.8708031112293048, 0.7432691173243359", 0.0004608631134033203, 0.7962091917280407, 1
0.29189043045043944, 0.29410005166431835, "0.7911857900170779, 0.38839019804420327, 0.2710362846641262", 5.005322217941284, 0, 0
0.8898323059082032, 0.3592214013912886, "0.1387073532908426, 0.4475522668128914, 0.002353721243981921", 0.0004961490631103516, 0.7881759141210085, 1
0.29006166458129884, 0.23663947123179252, "0.9869422826439983, 0.46905114483112564, 0.16534122043354782", 0.00047087669372558594, 0.7881759141210085, 1
0.2845644950866699, 0.24203196955763773, "0.6465274286567935, 0.14431829908469618, 0.20014711231657978", 0.0005581378936767578, 0.7881759141210085, 1
0.7284938049316406, 0.20437838745958983, "0.3969180172150112, 0.3063437528687425, 0.3124409217499994", 0.0004868507385253906, 0.7881759141210085, 1
0.29297945022583005, 0.29692073976349215, "0.9633792146895491, 0.06726130462178703, 0.2892348671541123", 5.003888845443726, 0, 0
0.2871996879577637, 0.3524696872190326, "0.015200904866702558, 0.04664043779455063, 0.29362697966555495", 5.004308223724365, 0, 0
0.2942999267578125, 0.33122582942849405, "0.6396743491281907, 0.11660206316665667, 0.9581783321552882", 5.005028486251831, 0, 0
0.29117496490478517, 0.21063255740033873, "0.38910687007855604, 0.21950297124014617, 0.8869942967367299", 0.0006020069122314453, 0.8083993992379807, 1
0.39964340209960936, 0.1458930179616043, "0.38135276350404246, 0.472064113703652, 0.805380105911758", 0.0004868507385253906, 0.8083993992379807, 1
0.8824356079101563, 0.14170336251540916, "0.5705984293162488, 0.4366405501774048, 0.8171958215057934", 0.0004889965057373047, 0.8083993992379807, 1
0.2807126235961914, 0.1756065384933549, "0.6204166449479572, 0.8570812893824801, 0.8346388981577307", 0.0005412101745605469, 0.8083993992379807, 1
0.2931045341491699, 0.2209506236787886, "0.1465263240949234, 0.21448546816773184, 0.7948399442251971", 0.0004775524139404297, 0.8083993992379807, 1
0.28943954467773436, 0.2030868927531917, "0.5562687338586164, 0.3269595470991681, 0.9288784418321857", 0.0004572868347167969, 0.8083993992379807, 1
0.2771226692199707, 0.23841505181370448, "0.39760776445815704, 0.007562515966283434, 0.5957495645531046", 0.0004911422729492188, 0.8083993992379807, 1
0.2921674919128418, 0.24824635654584165, "0.6895694028288906, 0.7216203767719045, 0.12547665785223938", 0.0005261898040771484, 0.8083993992379807, 1
0.2801225662231445, 0.2164072874634012, "0.7651106086456458, 0.04616819063976063, 0.6620991478261096", 0.0004668235778808594, 0.8083993992379807, 1
0.2889156150817871, 0.19914149147250712, "0.41192104474653657, 0.8423702135736957, 0.322163007992333", 0.0005381107330322266, 0.8083993992379807, 1
0.06866247653961181, 0.1789015315351694, "0.9788425793773544, 0.2168790074451148, 0.008290518475339681", 5.005519151687622, 0, 0
0.2933835601806641, 0.21143739011713594, "0.8983078688853409, 0.16219637037223555, 0.9568902575024051", 0.0005285739898681641, 0.8022836431482894, 1
0.2930353927612305, 0.16358013983641556, "0.7183708950739972, 0.8305365975492153, 0.6887516827580609", 0.0004634857177734375, 0.8022836431482894, 1
0.2892128372192383, 0.24881755153839116, "0.973579055836187, 0.5224287290942581, 0.04293042262164237", 0.000457763671875, 0.8022836431482894, 1
0.2750060844421387, 0.2802366088627201, "0.4961133128769345, 0.7248051240809219, 0.9815050964918831", 5.0052289962768555, 0, 0
0.28262231826782225, 0.14017374587137232, "0.5901060722507422, 0.44630555218942036, 0.8339958531857228", 0.0005321502685546875, 0.8021685136423512, 1
